Label,KPR,KPRW,DPR,DPRW,RWK,RWMK,PRR,SBTPR,TDPR,TDP,ODTP,ASPR,SR,STPR,TKPR,TKP,AKP,DPK,OKPR,ODPR,OA,OS,WAOK,ATPR,CPPR,LAP,WP1V1,TAPR,SPRL,SKPR,SKP,RWSKP,SMKR,SOKPR,UDPR,UKPR100,FTPR,FAPR,TOFPR
1,0.76,1.01,84.1,107,0.5,0.198,1.12,0.12,0.15,0.223,0.242,0.25,0.181,0.13,0.13,0.176,0.278,111,0.12,0.12,0.235,0.5,0.751,3.46,0.01,0.08,0.609,61,0.057,0.01,0.013,0.007,0.0009,0.001,5.95,1.16,0.92,0.05,2.2
1,0.69,0.95,75.7,99,0.47,0.167,1.05,0.11,0.14,0.213,0.248,0.2,0.205,0.1,0.13,0.184,0.262,110,0.11,0.11,0.219,0.488,0.713,2.84,0.02,0.085,0.569,64,0.096,0.01,0.013,0.006,0.001,0.002,3.56,0.72,0.27,0.02,2.21
0,0.66,0.93,71.3,93.9,0.455,0.152,1.19,0.08,0.11,0.15,0.182,0.17,0.184,0.12,0.15,0.221,0.269,108,0.08,0.07,0.153,0.515,0.691,2.24,0.03,0.147,0.635,61,0.042,0,0.007,0.004,0.002,0.0003,3.91,0.63,0.31,0.02,2.21
0,0.64,0.96,72.8,101.5,0.439,0.151,1.06,0.11,0.16,0.212,0.258,0.2,0.178,0.09,0.11,0.171,0.233,114,0.14,0.17,0.312,0.458,0.684,2.66,0.01,0.048,0.618,57,0.062,0,0.005,0.003,0.0002,0.0004,4.25,0.67,0.47,0.02,2.21
1,0.76,1.07,82.4,108.6,0.489,0.197,1.2,0.12,0.16,0.226,0.26,0.19,0.177,0.13,0.15,0.202,0.253,109,0.12,0.12,0.248,0.499,0.692,2.75,0.01,0.051,0.776,62,0.062,0,0.005,0.003,0.0007,0.0001,4.17,0.72,0.47,0.02,2.21
1,0.69,0.95,77,99.8,0.467,0.175,0.95,0.09,0.13,0.185,0.236,0.2,0.208,0.1,0.13,0.182,0.256,111,0.12,0.12,0.239,0.486,0.704,2.96,0.01,0.092,0.593,64,0.078,0,0.007,0.004,0,0.0008,3.54,0.54,0.41,0.03,2.21
1,0.67,0.91,74.3,96.1,0.462,0.161,1.12,0.1,0.13,0.194,0.267,0.19,0.211,0.11,0.15,0.218,0.264,111,0.1,0.1,0.201,0.487,0.686,2.89,0.02,0.107,0.633,67,0.08,0.01,0.013,0.008,0.002,0.002,5.02,0.96,0.42,0.03,2.21
1,0.68,0.94,75.8,98.7,0.463,0.163,1.11,0.11,0.14,0.204,0.247,0.2,0.192,0.1,0.14,0.206,0.27,111,0.1,0.1,0.204,0.49,0.71,2.77,0.02,0.112,0.604,59,0.061,0,0.004,0.002,0.0003,0,5.76,0.98,0.45,0.03,2.21
1,0.72,0.99,80,104.7,0.488,0.178,1.09,0.1,0.14,0.208,0.251,0.21,0.182,0.11,0.13,0.185,0.259,111,0.12,0.12,0.237,0.506,0.739,2.9,0.01,0.076,0.579,62,0.056,0.01,0.011,0.005,0.002,0,5.37,1.05,0.45,0.03,2.21
0,0.63,0.87,69.9,92.8,0.448,0.144,0.95,0.1,0.13,0.193,0.259,0.18,0.223,0.11,0.16,0.246,0.267,110,0.08,0.08,0.156,0.492,0.725,2.65,0.02,0.107,0.54,69,0.089,0,0.003,0.002,0,0,5.35,0.73,0.46,0.03,2.21
1,0.72,0.94,77.9,96.8,0.479,0.18,1.38,0.1,0.13,0.214,0.234,0.2,0.223,0.11,0.14,0.199,0.261,108,0.11,0.1,0.203,0.524,0.729,2.77,0.02,0.093,0.577,67,0.09,0.01,0.01,0.006,0.002,0.0005,3.87,0.66,0.46,0.04,2.21
1,0.68,0.95,76.1,100,0.464,0.163,1.01,0.12,0.17,0.236,0.3,0.22,0.186,0.1,0.13,0.19,0.262,113,0.12,0.14,0.256,0.468,0.704,3,0.02,0.074,0.537,59,0.04,0,0.005,0.003,0.0006,0.0006,4.37,0.51,0.53,0.04,2.21
1,0.73,0.98,79.2,99.8,0.49,0.183,1.27,0.1,0.13,0.192,0.246,0.19,0.195,0.12,0.15,0.208,0.267,108,0.09,0.08,0.171,0.527,0.75,2.87,0.03,0.104,0.714,62,0.066,0.01,0.013,0.007,0.002,0.0007,3.86,0.83,0.64,0.04,2.21
0,0.62,0.92,73.4,100.2,0.435,0.148,1.04,0.11,0.16,0.21,0.232,0.22,0.174,0.07,0.09,0.151,0.231,117,0.14,0.18,0.323,0.433,0.721,2.81,0.005,0.049,0.611,60,0.05,0.01,0.011,0.006,0.001,0.0006,6.03,1.05,0.66,0.04,2.21
1,0.67,0.93,70.3,93.2,0.464,0.159,1.01,0.11,0.13,0.208,0.228,0.16,0.209,0.12,0.14,0.207,0.29,105,0.11,0.09,0.204,0.56,0.72,2.35,0.02,0.114,0.467,72,0.13,0.16,0.238,0.135,0.04,0.05,3.48,0.69,0.56,0.05,2.21
1,0.68,0.92,78.1,97.4,0.472,0.167,1.11,0.1,0.12,0.197,0.253,0.22,0.237,0.1,0.14,0.209,0.28,114,0.08,0.07,0.144,0.525,0.743,3.21,0.02,0.106,0.583,71,0.122,0.02,0.028,0.014,0.003,0.002,6.49,1.06,0.57,0.05,2.21
1,0.7,0.97,78.1,102,0.474,0.172,1.1,0.11,0.14,0.204,0.206,0.22,0.184,0.1,0.13,0.189,0.285,112,0.11,0.13,0.231,0.456,0.693,2.9,0.02,0.093,0.638,61,0.054,0.01,0.02,0.012,0.002,0.002,5.75,0.78,0.76,0.05,2.21
1,0.75,1.02,74.7,97.7,0.508,0.186,1.07,0.08,0.1,0.155,0.184,0.13,0.174,0.11,0.16,0.217,0.294,99,0.1,0.07,0.168,0.588,0.737,2.22,0.02,0.151,0.573,69,0.11,0.29,0.378,0.211,0.07,0.06,3.7,0.93,0.61,0.06,2.21
1,0.66,0.88,68,87.7,0.455,0.153,0.99,0.11,0.13,0.203,0.272,0.14,0.209,0.11,0.14,0.215,0.28,103,0.1,0.08,0.185,0.542,0.735,2.02,0.02,0.12,0.508,67,0.092,0.24,0.354,0.186,0.06,0.05,2.41,0.64,0.64,0.06,2.21
1,0.75,0.99,73.9,95.2,0.498,0.189,1.2,0.09,0.11,0.183,0.237,0.12,0.2,0.14,0.17,0.228,0.286,99,0.09,0.06,0.152,0.616,0.748,2.06,0.03,0.173,0.537,73,0.122,0.32,0.426,0.24,0.09,0.06,2.91,0.64,0.64,0.06,2.21
0,0.64,0.89,71,92.9,0.44,0.153,0.94,0.12,0.16,0.235,0.264,0.2,0.2,0.1,0.13,0.206,0.289,111,0.1,0.12,0.217,0.442,0.701,2.82,0.02,0.085,0.577,64,0.05,0.02,0.025,0.014,0.004,0.004,6.1,1.05,0.78,0.06,2.21
1,0.7,0.99,78.1,101.3,0.482,0.163,1.04,0.11,0.14,0.205,0.237,0.19,0.193,0.11,0.13,0.189,0.25,111,0.1,0.1,0.199,0.508,0.725,3.05,0.03,0.111,0.757,67,0.07,0,0.007,0.003,0.001,0.0007,5.88,0.98,0.81,0.06,2.21
0,0.64,0.89,70.8,92.1,0.452,0.156,1.02,0.11,0.13,0.192,0.239,0.18,0.197,0.12,0.14,0.223,0.304,110,0.06,0.07,0.133,0.463,0.717,2.58,0.02,0.136,0.571,67,0.056,0.01,0.011,0.005,0.001,0.001,3.98,0.5,0.37,0.02,2.22
1,0.72,0.98,78.9,100.9,0.487,0.179,1.19,0.1,0.13,0.189,0.247,0.2,0.194,0.11,0.14,0.196,0.275,109,0.11,0.1,0.209,0.53,0.719,2.86,0.02,0.099,0.703,65,0.063,0.01,0.007,0.005,0.0008,0.0006,4.14,0.53,0.4,0.02,2.22
0,0.59,0.86,71.5,95.8,0.413,0.135,0.99,0.12,0.17,0.228,0.272,0.23,0.209,0.1,0.12,0.2,0.263,121,0.1,0.14,0.239,0.41,0.704,2.84,0.02,0.085,0.585,56,0.05,0,0.003,0.002,0.0007,0,5.95,0.87,0.42,0.02,2.22
1,0.76,1.09,81.8,111,0.496,0.191,1.12,0.11,0.16,0.212,0.26,0.19,0.151,0.1,0.13,0.175,0.251,107,0.13,0.12,0.255,0.518,0.691,2.66,0.02,0.078,0.763,53,0.018,0.02,0.027,0.015,0.006,0.003,4.43,0.55,0.32,0.03,2.22
1,0.76,0.98,83.8,102.2,0.5,0.197,1.02,0.16,0.19,0.286,0.345,0.26,0.205,0.14,0.15,0.191,0.293,110,0.15,0.12,0.268,0.543,0.797,3.26,0.02,0.054,0.444,57,0.052,0,0.001,0,0,0.0005,4.78,0.89,0.36,0.03,2.22
1,0.67,0.91,73,93.1,0.461,0.159,1.16,0.1,0.13,0.203,0.273,0.18,0.23,0.12,0.14,0.205,0.275,109,0.1,0.09,0.192,0.507,0.738,2.8,0.03,0.101,0.608,69,0.102,0.01,0.009,0.005,0.001,0.0008,3.84,0.92,0.39,0.03,2.22
0,0.64,0.88,70.6,92,0.446,0.147,0.97,0.13,0.18,0.258,0.388,0.21,0.219,0.11,0.13,0.21,0.27,110,0.1,0.1,0.205,0.49,0.783,2.73,0.02,0.078,0.618,65,0.078,0,0.002,0.001,0,0,3.38,0.43,0.4,0.03,2.22
1,0.68,0.95,74.6,98.7,0.464,0.16,1.11,0.12,0.15,0.224,0.284,0.2,0.2,0.12,0.15,0.223,0.272,110,0.11,0.11,0.223,0.485,0.722,2.67,0.02,0.091,0.571,65,0.088,0,0.005,0.003,0.0001,0,4.5,0.68,0.42,0.03,2.22
1,0.7,1,78.3,105.1,0.476,0.169,0.95,0.11,0.15,0.218,0.29,0.21,0.185,0.09,0.13,0.185,0.272,112,0.1,0.11,0.209,0.474,0.765,2.95,0.02,0.075,0.76,61,0.066,0.01,0.008,0.006,0.0006,0.0003,4.74,1,0.49,0.03,2.22
0,0.65,0.9,72.8,95.2,0.446,0.156,1.05,0.11,0.14,0.204,0.228,0.2,0.188,0.09,0.12,0.182,0.267,112,0.11,0.13,0.241,0.47,0.717,2.75,0.02,0.074,0.638,60,0.037,0.01,0.017,0.009,0.001,0.001,4.13,0.8,0.5,0.04,2.22
1,0.66,0.91,73.5,96.8,0.453,0.157,1.11,0.1,0.14,0.209,0.27,0.2,0.22,0.11,0.13,0.197,0.275,112,0.1,0.11,0.208,0.489,0.709,2.8,0.02,0.082,0.6,69,0.089,0,0.006,0.003,0.0005,0,5.7,0.72,0.64,0.04,2.22
1,0.74,0.99,76.6,99.9,0.504,0.184,1.13,0.08,0.1,0.17,0.189,0.15,0.188,0.09,0.13,0.172,0.253,103,0.13,0.08,0.213,0.614,0.755,1.93,0.03,0.155,0.615,69,0.122,0.42,0.555,0.326,0.11,0.1,3.24,0.85,0.54,0.05,2.22
0,0.62,0.87,69.5,92.1,0.434,0.144,0.88,0.12,0.15,0.221,0.252,0.2,0.203,0.1,0.14,0.224,0.277,111,0.09,0.12,0.205,0.432,0.677,2.51,0.02,0.092,0.6,60,0.046,0.01,0.018,0.008,0.002,0.001,5.12,0.62,0.58,0.05,2.22
1,0.63,0.84,71.3,90,0.442,0.148,0.91,0.12,0.15,0.227,0.303,0.21,0.237,0.1,0.14,0.215,0.3,113,0.09,0.09,0.183,0.481,0.725,2.93,0.02,0.109,0.635,68,0.101,0.01,0.009,0.006,0.0005,0.0007,6.45,1.37,0.61,0.05,2.22
0,0.61,0.83,70,91.2,0.425,0.143,0.96,0.13,0.16,0.233,0.305,0.22,0.225,0.09,0.12,0.19,0.277,116,0.1,0.13,0.229,0.449,0.728,2.92,0.02,0.077,0.608,67,0.057,0.04,0.061,0.029,0.01,0.01,4.76,0.76,0.8,0.05,2.22
1,0.76,1.01,78.2,99.7,0.508,0.188,1.24,0.09,0.11,0.184,0.225,0.14,0.189,0.09,0.14,0.184,0.257,102,0.14,0.09,0.228,0.608,0.737,2.19,0.02,0.127,0.6,65,0.116,0.36,0.472,0.267,0.1,0.08,3.14,0.58,0.65,0.06,2.22
1,0.69,0.91,73.9,90.6,0.468,0.166,1.05,0.09,0.11,0.175,0.29,0.17,0.22,0.12,0.15,0.217,0.29,108,0.08,0.07,0.148,0.534,0.667,2.97,0.03,0.169,0.6,68,0.086,0.03,0.047,0.024,0.01,0.004,5.61,1.19,0.72,0.06,2.22
1,0.69,0.91,70.6,89.2,0.47,0.167,1.11,0.09,0.1,0.179,0.234,0.14,0.22,0.1,0.14,0.207,0.288,103,0.11,0.07,0.176,0.606,0.756,1.96,0.03,0.151,0.656,70,0.121,0.35,0.507,0.286,0.09,0.08,3.99,0.95,0.7,0.07,2.22
1,0.71,0.94,70.8,91.8,0.482,0.178,1.05,0.1,0.11,0.188,0.262,0.13,0.207,0.1,0.15,0.205,0.284,99,0.11,0.07,0.181,0.624,0.775,1.94,0.03,0.131,0.565,72,0.11,0.37,0.519,0.292,0.1,0.08,3.57,0.83,0.87,0.09,2.22
1,0.76,0.98,75.5,93.9,0.509,0.19,1.17,0.08,0.08,0.157,0.157,0.15,0.217,0.1,0.14,0.18,0.279,100,0.12,0.06,0.184,0.66,0.838,2.19,0.04,0.116,0.758,64,0.091,0.33,0.43,0.243,0.08,0.07,3.39,1.13,0.75,0.11,2.22
0,0.65,0.94,70.4,94.6,0.455,0.147,0.99,0.13,0.15,0.214,0.31,0.19,0.195,0.13,0.15,0.227,0.314,109,0.11,0.11,0.221,0.481,0.666,2.64,0.02,0.108,0.5,64,0.076,0,0.006,0.004,0.0004,0.0007,4.66,0.89,0.29,0.02,2.23
1,0.76,1,81.4,102.1,0.504,0.191,1.1,0.12,0.15,0.227,0.275,0.2,0.192,0.1,0.13,0.175,0.252,107,0.14,0.13,0.263,0.518,0.755,2.96,0.02,0.088,0.788,63,0.041,0,0.001,0.001,0,0.0004,4.4,0.62,0.31,0.02,2.23
1,0.71,0.99,77.8,102.1,0.482,0.178,1.09,0.09,0.12,0.181,0.226,0.18,0.188,0.1,0.14,0.201,0.253,109,0.1,0.09,0.19,0.528,0.742,2.77,0.02,0.107,0.58,64,0.079,0.01,0.019,0.012,0.004,0.001,4.88,0.76,0.48,0.02,2.23
1,0.67,0.92,71.8,94.4,0.46,0.162,1.02,0.11,0.13,0.206,0.3,0.17,0.203,0.11,0.14,0.206,0.278,107,0.08,0.08,0.168,0.502,0.738,2.62,0.02,0.115,0.607,66,0.07,0,0.002,0.001,0.0001,0,5.03,0.78,0.39,0.03,2.23
1,0.66,0.87,75.5,91.8,0.456,0.159,1.05,0.1,0.13,0.203,0.246,0.21,0.252,0.09,0.13,0.189,0.259,114,0.1,0.09,0.194,0.526,0.744,3.16,0.02,0.08,0.712,72,0.08,0,0.005,0.004,0,0,6.5,1.44,0.43,0.03,2.23
0,0.65,0.88,72,92.9,0.446,0.159,1.08,0.11,0.15,0.214,0.317,0.19,0.223,0.12,0.15,0.225,0.261,111,0.08,0.09,0.171,0.487,0.734,2.76,0.02,0.097,0.574,67,0.067,0,0.005,0.002,0.0006,0,4.42,1.18,0.49,0.03,2.23
1,0.68,0.96,76.7,104,0.454,0.166,1,0.1,0.14,0.199,0.243,0.2,0.185,0.08,0.11,0.161,0.228,113,0.12,0.15,0.266,0.449,0.728,2.73,0.02,0.073,0.618,60,0.049,0.01,0.009,0.005,0.001,0,5.4,0.81,0.54,0.03,2.23
1,0.6,0.77,67.8,82.4,0.429,0.133,0.97,0.12,0.15,0.252,0.342,0.19,0.265,0.08,0.11,0.181,0.268,113,0.07,0.08,0.15,0.49,0.81,2.66,0.02,0.101,0.663,75,0.114,0.02,0.029,0.015,0.003,0.001,5.63,1.15,0.54,0.03,2.23
1,0.7,0.96,79.7,102.8,0.481,0.172,1.2,0.09,0.13,0.197,0.261,0.21,0.202,0.11,0.13,0.185,0.242,113,0.12,0.11,0.226,0.529,0.746,3.11,0.02,0.096,0.526,73,0.099,0.02,0.026,0.016,0.004,0.005,5.15,0.82,0.63,0.03,2.23
1,0.67,0.88,76.4,93.7,0.466,0.163,1.06,0.09,0.11,0.156,0.207,0.22,0.206,0.08,0.13,0.193,0.287,114,0.09,0.09,0.178,0.48,0.702,3.03,0.02,0.127,0.606,63,0.041,0.01,0.013,0.01,0.001,0.002,5.92,0.94,0.67,0.04,2.23
0,0.63,0.87,73.3,96.4,0.441,0.149,1.04,0.13,0.16,0.236,0.299,0.22,0.204,0.09,0.12,0.184,0.249,116,0.12,0.13,0.245,0.475,0.717,2.8,0.02,0.086,0.594,64,0.071,0,0.006,0.003,0.0005,0.0005,6.45,1.01,0.65,0.05,2.23
1,0.72,0.94,72.8,92.2,0.493,0.166,1.13,0.1,0.11,0.19,0.221,0.14,0.201,0.12,0.14,0.201,0.292,102,0.11,0.06,0.172,0.627,0.737,2.13,0.03,0.129,0.535,75,0.11,0.29,0.398,0.219,0.07,0.06,2.89,0.52,0.64,0.06,2.23
1,0.7,0.93,77.5,97.4,0.484,0.167,0.95,0.11,0.14,0.218,0.258,0.22,0.202,0.12,0.16,0.226,0.295,111,0.1,0.1,0.2,0.496,0.694,3.19,0.02,0.102,0.643,62,0.055,0.01,0.013,0.007,0.001,0.002,6.11,1.27,0.61,0.07,2.23
1,0.74,1.03,83.2,110.1,0.5,0.185,1.03,0.11,0.13,0.191,0.234,0.21,0.184,0.1,0.13,0.173,0.254,112,0.14,0.11,0.249,0.553,0.711,2.95,0.02,0.091,0.59,66,0.092,0.02,0.025,0.012,0.003,0.003,5.16,0.82,0.36,0.02,2.24
0,0.63,0.85,71.8,91.6,0.44,0.151,1,0.13,0.15,0.225,0.299,0.2,0.22,0.13,0.16,0.252,0.286,114,0.07,0.08,0.15,0.464,0.689,2.85,0.02,0.099,0.615,65,0.071,0,0.003,0.001,0.0003,0,5.15,1.19,0.39,0.02,2.24
1,0.75,1.03,84.5,109.4,0.5,0.189,1.2,0.13,0.17,0.239,0.317,0.25,0.183,0.12,0.13,0.178,0.25,113,0.15,0.15,0.299,0.507,0.739,3.16,0.02,0.06,0.603,56,0.047,0.01,0.009,0.004,0.0007,0.0008,4.91,0.85,0.45,0.02,2.24
0,0.65,0.89,72.9,93.8,0.455,0.155,1.01,0.1,0.12,0.189,0.25,0.18,0.213,0.12,0.15,0.226,0.255,112,0.07,0.08,0.157,0.474,0.68,2.62,0.03,0.12,0.679,65,0.079,0,0.005,0.003,0.0009,0,3.83,0.58,0.4,0.03,2.24
0,0.63,0.87,67.9,87.8,0.445,0.137,1.12,0.1,0.13,0.206,0.263,0.16,0.215,0.1,0.12,0.188,0.278,108,0.09,0.09,0.171,0.499,0.699,2.5,0.02,0.108,0.483,67,0.09,0,0.008,0.004,0.0004,0.0009,3.65,0.53,0.47,0.03,2.24
0,0.64,0.92,71.9,97.5,0.441,0.149,0.93,0.12,0.16,0.214,0.248,0.2,0.186,0.11,0.12,0.196,0.28,113,0.1,0.12,0.221,0.462,0.689,2.84,0.02,0.086,0.75,58,0.037,0.01,0.009,0.004,0.0004,0.0002,4.2,0.54,0.48,0.03,2.24
1,0.68,0.94,74.6,97.9,0.471,0.163,1.03,0.11,0.14,0.207,0.247,0.19,0.199,0.11,0.14,0.208,0.263,110,0.11,0.11,0.216,0.508,0.714,2.83,0.02,0.092,0.551,68,0.075,0.01,0.011,0.006,0.001,0.0003,5.27,0.71,0.58,0.03,2.24
0,0.68,0.96,74.6,100.9,0.464,0.162,1,0.08,0.12,0.17,0.197,0.18,0.182,0.09,0.12,0.179,0.236,110,0.12,0.12,0.235,0.494,0.731,2.77,0.01,0.086,0.636,63,0.065,0,0.006,0.003,0.0007,0,4.17,0.74,0.64,0.03,2.24
0,0.67,0.92,68.1,90.8,0.464,0.159,1.05,0.1,0.12,0.185,0.26,0.12,0.174,0.1,0.13,0.193,0.285,102,0.11,0.08,0.188,0.56,0.722,1.88,0.03,0.145,0.648,66,0.087,0.3,0.438,0.233,0.06,0.06,2.09,0.56,0.39,0.04,2.24
1,0.65,0.87,71.9,91.1,0.454,0.151,0.99,0.12,0.15,0.222,0.265,0.2,0.22,0.1,0.13,0.201,0.288,110,0.09,0.09,0.185,0.487,0.707,2.93,0.02,0.091,0.627,66,0.069,0.01,0.015,0.007,0.002,0.0005,5.04,0.95,0.51,0.04,2.24
1,0.68,0.91,73.4,92.1,0.467,0.165,1.13,0.1,0.13,0.202,0.262,0.18,0.225,0.1,0.14,0.2,0.282,107,0.08,0.07,0.153,0.521,0.741,2.75,0.03,0.13,0.607,69,0.101,0.01,0.018,0.01,0.003,0.002,4.39,0.92,0.55,0.04,2.24
0,0.66,0.91,73.9,95.6,0.447,0.156,1,0.11,0.14,0.202,0.269,0.2,0.206,0.1,0.13,0.194,0.268,113,0.1,0.12,0.227,0.461,0.734,2.74,0.01,0.088,0.659,69,0.049,0.01,0.014,0.007,0.0005,0.0005,4.59,0.58,0.65,0.04,2.24
1,0.71,0.94,80.7,102.7,0.479,0.18,1.11,0.11,0.14,0.215,0.241,0.22,0.203,0.12,0.15,0.204,0.233,113,0.12,0.11,0.23,0.541,0.728,2.9,0.02,0.107,0.593,67,0.098,0.01,0.009,0.005,0.001,0.001,5.36,0.77,0.65,0.04,2.24
1,0.73,1.02,80.6,104.8,0.469,0.192,1.32,0.09,0.14,0.202,0.231,0.21,0.19,0.11,0.15,0.199,0.277,110,0.12,0.13,0.247,0.473,0.683,3.03,0.03,0.082,0.588,62,0.06,0.01,0.009,0.006,0.0007,0,6.49,1.11,0.65,0.04,2.24
1,0.7,1,76.3,103.8,0.474,0.172,1.11,0.09,0.11,0.162,0.174,0.16,0.161,0.08,0.11,0.161,0.254,108,0.13,0.12,0.249,0.515,0.744,2.36,0.02,0.133,0.576,65,0.065,0.28,0.388,0.212,0.07,0.07,4.7,1.38,0.47,0.05,2.24
0,0.63,0.87,71.1,91.8,0.449,0.148,1.04,0.1,0.14,0.205,0.291,0.21,0.207,0.1,0.13,0.201,0.281,113,0.09,0.09,0.18,0.499,0.683,2.97,0.02,0.093,0.386,68,0.067,0,0.002,0.001,0,0,4.07,0.66,0.63,0.05,2.24
1,0.69,0.98,69.6,94,0.467,0.163,1.06,0.1,0.12,0.189,0.215,0.12,0.175,0.12,0.17,0.245,0.294,100,0.1,0.07,0.17,0.587,0.724,1.96,0.03,0.134,0.621,64,0.043,0.32,0.452,0.234,0.08,0.07,2.98,0.43,0.87,0.09,2.24
1,0.77,1.04,84,107.6,0.498,0.201,1.12,0.12,0.15,0.228,0.244,0.21,0.204,0.13,0.15,0.189,0.248,109,0.11,0.11,0.222,0.484,0.74,2.91,0.02,0.09,0.438,63,0.069,0,0.003,0.002,0,0.0009,4.09,0.52,0.39,0.02,2.25
1,0.71,1.03,79.9,108.4,0.473,0.176,1.15,0.12,0.15,0.211,0.238,0.22,0.178,0.1,0.12,0.166,0.247,113,0.15,0.15,0.302,0.502,0.759,2.87,0.01,0.066,0.615,57,0.064,0.01,0.019,0.012,0.003,0.003,6.01,0.97,0.43,0.02,2.25
1,0.67,0.93,74.9,98.2,0.455,0.162,1.05,0.13,0.18,0.25,0.322,0.2,0.196,0.11,0.14,0.205,0.245,111,0.12,0.13,0.242,0.481,0.737,2.69,0.02,0.07,0.65,59,0.04,0,0.002,0.001,0,0,3.85,0.73,0.4,0.03,2.25
1,0.62,0.84,70.5,89.5,0.432,0.146,1.06,0.13,0.15,0.238,0.328,0.2,0.247,0.1,0.13,0.201,0.272,113,0.09,0.1,0.192,0.492,0.736,2.71,0.02,0.085,0.641,70,0.107,0,0.002,0.001,0.0001,0,5.08,1.1,0.4,0.03,2.25
1,0.71,0.99,82.7,108.5,0.479,0.178,1.19,0.1,0.15,0.215,0.272,0.23,0.181,0.1,0.12,0.17,0.216,116,0.14,0.14,0.28,0.488,0.719,2.99,0.02,0.073,0.569,59,0.045,0.01,0.015,0.008,0.002,0.001,5.43,0.8,0.5,0.03,2.25
1,0.65,0.89,73.5,95.4,0.452,0.153,1.08,0.12,0.16,0.234,0.305,0.2,0.209,0.1,0.12,0.188,0.258,113,0.1,0.12,0.216,0.456,0.706,2.76,0.02,0.076,0.571,60,0.061,0,0.006,0.004,0.001,0.0008,5.23,0.92,0.55,0.03,2.25
1,0.66,0.93,72.7,97.2,0.468,0.153,1.03,0.1,0.12,0.179,0.237,0.17,0.199,0.11,0.15,0.228,0.262,109,0.09,0.08,0.172,0.514,0.678,2.58,0.03,0.134,0.5,67,0.109,0.01,0.02,0.013,0.003,0.005,3.31,0.52,0.59,0.04,2.25
1,0.7,0.95,76.2,98.1,0.467,0.172,1.13,0.1,0.13,0.196,0.261,0.19,0.207,0.11,0.16,0.227,0.266,110,0.08,0.09,0.17,0.478,0.681,2.71,0.02,0.092,0.614,65,0.072,0.01,0.01,0.005,0.001,0.0002,5.55,0.82,0.63,0.04,2.25
1,0.64,0.83,73.8,92,0.458,0.147,1.08,0.1,0.13,0.206,0.303,0.21,0.233,0.1,0.13,0.209,0.261,115,0.08,0.08,0.157,0.505,0.71,2.81,0.03,0.124,0.593,70,0.076,0.01,0.015,0.008,0.002,0.001,5.35,1.14,0.57,0.05,2.25
0,0.64,0.84,69.7,87.7,0.437,0.148,1.22,0.11,0.14,0.215,0.269,0.19,0.238,0.11,0.14,0.222,0.292,109,0.07,0.07,0.144,0.484,0.751,2.48,0.02,0.091,0.48,68,0.076,0,0.007,0.004,0,0.0004,2.97,0.73,0.58,0.05,2.25
1,0.67,0.94,76.3,100.7,0.45,0.17,0.99,0.13,0.16,0.233,0.302,0.22,0.207,0.11,0.14,0.205,0.263,114,0.1,0.13,0.226,0.44,0.721,3.02,0.01,0.069,0.611,70,0.081,0,0.001,0.001,0,0,4.6,0.77,0.77,0.05,2.25
1,0.72,0.99,73.3,97.4,0.48,0.174,1.02,0.09,0.12,0.191,0.222,0.13,0.182,0.1,0.14,0.196,0.27,102,0.13,0.1,0.23,0.557,0.713,1.99,0.02,0.117,0.566,68,0.095,0.3,0.42,0.228,0.08,0.08,2.74,0.62,0.55,0.06,2.25
1,0.71,0.95,72.3,93.5,0.483,0.174,1.05,0.09,0.1,0.177,0.245,0.14,0.221,0.11,0.15,0.217,0.288,102,0.1,0.06,0.162,0.62,0.731,1.98,0.03,0.158,0.615,72,0.163,0.35,0.487,0.263,0.09,0.07,3.08,0.84,0.63,0.06,2.25
1,0.75,1.02,77,101.9,0.505,0.184,1.06,0.07,0.09,0.137,0.156,0.13,0.168,0.08,0.14,0.182,0.248,103,0.11,0.07,0.175,0.622,0.741,2.09,0.03,0.158,0.565,69,0.1,0.39,0.513,0.311,0.1,0.08,4.82,1.38,0.63,0.06,2.25
0,0.64,0.88,72.6,94.9,0.445,0.149,1.04,0.1,0.13,0.192,0.252,0.19,0.225,0.11,0.13,0.208,0.277,114,0.08,0.08,0.158,0.485,0.723,2.83,0.02,0.117,0.508,66,0.099,0,0.006,0.005,0.0004,0.001,6.77,1.01,0.74,0.06,2.25
0,0.6,0.8,68.3,86.3,0.426,0.134,0.9,0.11,0.15,0.23,0.295,0.19,0.236,0.09,0.12,0.193,0.267,114,0.08,0.1,0.181,0.464,0.707,2.78,0.02,0.09,0.645,69,0.071,0,0.008,0.004,0.0008,0.0007,5.64,0.77,0.75,0.06,2.25
0,0.57,0.75,64.5,80.7,0.408,0.127,0.89,0.12,0.16,0.237,0.278,0.19,0.236,0.07,0.09,0.156,0.262,113,0.09,0.12,0.216,0.428,0.761,2.56,0.01,0.069,0.533,70,0.061,0,0.003,0.002,0.0002,0.0002,4.27,0.61,0.86,0.06,2.25
1,0.75,1.02,75.5,99.2,0.525,0.173,1.09,0.09,0.09,0.159,0.237,0.14,0.187,0.11,0.15,0.204,0.29,101,0.12,0.06,0.18,0.642,0.696,2.42,0.03,0.162,0.708,73,0.153,0.24,0.32,0.178,0.05,0.05,3.55,0.91,0.88,0.08,2.25
