Label,KPR,KPRW,DPR,DPRW,RWK,RWMK,PRR,SBTPR,TDPR,TDP,ODTP,ASPR,SR,STPR,TKPR,TKP,AKP,DPK,OKPR,ODPR,OA,OS,WAOK,ATPR,CPPR,LAP,WP1V1,TAPR,SPRL,SKPR,SKP,RWSKP,SMKR,SOKPR,UDPR,UKPR100,FTPR,FAPR,TOFPR
1,0.69,0.97,72.3,97.1,0.469,0.17,1.02,0.1,0.14,0.214,0.271,0.17,0.19,0.1,0.13,0.188,0.283,104,0.1,0.1,0.207,0.499,0.734,2.52,0.02,0.09,0.625,69,0.075,0,0.004,0.003,0.001,0,4.35,0.68,0.61,0.04,2.28
1,0.68,0.91,78.1,97.4,0.468,0.163,1.09,0.09,0.12,0.184,0.222,0.22,0.239,0.11,0.15,0.218,0.27,116,0.09,0.08,0.167,0.537,0.715,3.18,0.02,0.109,0.393,74,0.105,0,0.007,0.004,0.0005,0.0002,5.22,0.75,0.77,0.04,2.28
0,0.65,0.87,65.3,83.6,0.454,0.151,1.04,0.09,0.13,0.203,0.244,0.12,0.206,0.1,0.14,0.21,0.268,101,0.1,0.08,0.176,0.549,0.732,1.8,0.03,0.135,0.627,64,0.108,0.3,0.452,0.239,0.07,0.07,2.16,0.66,0.54,0.05,2.28
0,0.66,0.94,74,94.6,0.45,0.159,0.94,0.12,0.16,0.223,0.286,0.19,0.185,0.11,0.14,0.206,0.286,112,0.1,0.11,0.211,0.454,0.763,2.81,0.02,0.097,0.76,59,0.052,0,0.003,0.002,0.0004,0,3.98,0.95,0.59,0.05,2.28
1,0.7,0.99,77.4,101.7,0.48,0.17,1.19,0.11,0.15,0.214,0.258,0.21,0.182,0.12,0.16,0.233,0.281,111,0.09,0.09,0.184,0.509,0.689,2.82,0.02,0.108,0.606,63,0.058,0.01,0.01,0.005,0.001,0.001,4.01,0.64,0.67,0.05,2.28
1,0.73,0.98,81.7,102.6,0.49,0.18,1.29,0.12,0.15,0.238,0.295,0.22,0.213,0.12,0.14,0.196,0.261,112,0.11,0.11,0.22,0.509,0.747,3.18,0.02,0.082,0.67,64,0.064,0,0.006,0.004,0.001,0.0005,5.84,0.98,0.74,0.05,2.28
0,0.65,0.89,74.6,96.6,0.448,0.156,1.11,0.1,0.14,0.2,0.23,0.21,0.206,0.09,0.12,0.191,0.246,114,0.1,0.12,0.215,0.464,0.716,2.84,0.02,0.089,0.635,64,0.055,0.01,0.011,0.007,0.001,0.001,5.51,0.93,0.76,0.05,2.28
1,0.68,0.86,71.8,86.4,0.456,0.171,1.07,0.1,0.12,0.206,0.261,0.19,0.261,0.12,0.15,0.221,0.314,106,0.07,0.07,0.137,0.49,0.769,2.88,0.04,0.126,0.725,67,0.068,0,0.001,0,0,0,4.49,1.23,0.67,0.06,2.28
1,0.7,0.95,77.3,97.8,0.471,0.173,1.07,0.1,0.13,0.201,0.258,0.2,0.214,0.13,0.15,0.218,0.283,110,0.09,0.08,0.171,0.533,0.749,2.89,0.03,0.122,0.587,69,0.074,0.01,0.008,0.004,0.0008,0,5.9,1.1,0.7,0.06,2.28
1,0.8,1.05,80,101,0.524,0.203,1.17,0.07,0.09,0.151,0.126,0.11,0.175,0.08,0.14,0.176,0.253,100,0.13,0.08,0.203,0.625,0.715,1.99,0.04,0.144,0.672,71,0.118,0.41,0.508,0.29,0.1,0.09,1.87,0.36,0.75,0.06,2.28
1,0.69,0.95,72.6,96.7,0.47,0.171,1.14,0.1,0.13,0.194,0.215,0.15,0.186,0.1,0.14,0.203,0.263,104,0.13,0.09,0.22,0.569,0.703,2.1,0.03,0.14,0.659,66,0.074,0.32,0.458,0.252,0.09,0.08,3.32,0.85,0.74,0.07,2.28
1,0.71,0.96,71.9,93.9,0.478,0.177,1.15,0.1,0.11,0.189,0.25,0.13,0.209,0.1,0.16,0.22,0.27,101,0.11,0.07,0.172,0.613,0.753,1.98,0.02,0.139,0.553,76,0.124,0.35,0.495,0.279,0.09,0.07,3.5,0.89,0.78,0.07,2.28
0,0.69,1.01,78.8,107.6,0.472,0.165,1.16,0.11,0.16,0.21,0.252,0.21,0.165,0.1,0.14,0.203,0.234,114,0.14,0.16,0.296,0.466,0.723,2.94,0.01,0.079,0.571,54,0.035,0,0.003,0.002,0.0003,0,5.86,1.33,0.29,0.01,2.29
0,0.67,0.96,73.9,97.3,0.461,0.162,1.09,0.1,0.14,0.19,0.288,0.19,0.179,0.12,0.17,0.246,0.296,110,0.06,0.07,0.127,0.486,0.735,2.75,0.02,0.136,0.578,63,0.043,0,0.003,0.002,0.0003,0.0008,3.88,0.62,0.33,0.02,2.29
0,0.63,0.9,71,97,0.426,0.154,1.11,0.09,0.14,0.195,0.243,0.18,0.203,0.08,0.11,0.179,0.248,114,0.09,0.12,0.208,0.425,0.714,2.61,0.02,0.101,0.556,63,0.057,0.01,0.015,0.007,0.001,0.001,4.24,0.88,0.39,0.02,2.29
1,0.7,0.98,78.6,105.5,0.46,0.174,1.11,0.11,0.15,0.203,0.226,0.21,0.183,0.11,0.14,0.202,0.243,113,0.15,0.16,0.312,0.484,0.709,2.84,0.02,0.058,0.75,59,0.046,0.01,0.01,0.006,0.002,0.001,5.03,1.11,0.41,0.02,2.29
1,0.66,0.9,71.2,91.5,0.451,0.158,1.04,0.09,0.13,0.192,0.224,0.17,0.213,0.09,0.11,0.17,0.248,108,0.1,0.1,0.199,0.514,0.761,2.44,0.02,0.086,0.495,69,0.084,0.01,0.012,0.006,0.001,0.0003,3.23,0.54,0.4,0.03,2.29
1,0.69,0.93,75.2,96.8,0.472,0.165,1.09,0.09,0.12,0.183,0.222,0.19,0.223,0.1,0.14,0.207,0.276,110,0.08,0.07,0.156,0.536,0.716,2.71,0.02,0.113,0.65,68,0.112,0,0.002,0.001,0,0,3.34,0.58,0.46,0.03,2.29
0,0.65,0.89,72.7,93.2,0.452,0.149,1.02,0.12,0.15,0.212,0.281,0.2,0.205,0.12,0.14,0.214,0.277,113,0.11,0.12,0.227,0.485,0.683,2.85,0.01,0.088,0.571,65,0.069,0,0.006,0.003,0.0003,0,5.75,0.81,0.49,0.03,2.29
0,0.63,0.89,70.9,94.1,0.447,0.147,0.92,0.1,0.13,0.186,0.259,0.19,0.199,0.1,0.14,0.218,0.266,112,0.07,0.08,0.15,0.454,0.671,2.74,0.02,0.149,0.474,61,0.056,0.01,0.01,0.005,0.002,0.002,5.36,1.06,0.49,0.03,2.29
0,0.67,0.94,75,100.5,0.453,0.16,1.13,0.09,0.13,0.181,0.195,0.19,0.189,0.09,0.12,0.185,0.232,113,0.11,0.13,0.239,0.451,0.703,2.63,0.02,0.081,0.646,62,0.066,0.01,0.014,0.008,0.002,0.001,4.11,0.75,0.59,0.03,2.29
1,0.66,0.95,75.2,100.5,0.459,0.157,1.06,0.11,0.14,0.204,0.251,0.2,0.196,0.1,0.12,0.183,0.244,113,0.11,0.11,0.216,0.49,0.721,2.84,0.02,0.092,0.673,64,0.057,0.01,0.01,0.006,0.001,0.0007,4.7,0.73,0.55,0.04,2.29
0,0.63,0.89,74.1,96.4,0.442,0.151,0.9,0.09,0.13,0.187,0.254,0.21,0.218,0.09,0.12,0.19,0.268,117,0.1,0.09,0.192,0.508,0.72,3.04,0.02,0.114,0.583,66,0.08,0,0.005,0.003,0.0003,0.0003,6.71,1.3,0.57,0.04,2.29
0,0.61,0.86,70.4,91.7,0.432,0.142,1.01,0.1,0.13,0.196,0.279,0.19,0.222,0.07,0.1,0.166,0.248,115,0.08,0.09,0.165,0.455,0.694,2.55,0.02,0.095,0.66,67,0.078,0.01,0.014,0.008,0.002,0.0007,4.72,0.93,0.64,0.04,2.29
0,0.65,0.92,70.7,91.4,0.447,0.157,1.07,0.11,0.12,0.187,0.362,0.17,0.219,0.13,0.16,0.253,0.295,109,0.08,0.07,0.149,0.505,0.749,2.64,0.04,0.16,0.675,67,0.08,0,0.003,0.001,0.0005,0,3.89,0.91,0.53,0.05,2.29
1,0.69,0.94,71.6,94.3,0.47,0.166,0.98,0.09,0.12,0.182,0.21,0.13,0.188,0.09,0.13,0.184,0.245,104,0.13,0.09,0.221,0.574,0.722,1.86,0.03,0.126,0.563,69,0.076,0.37,0.539,0.284,0.09,0.1,3.67,0.98,0.54,0.05,2.29
1,0.7,0.94,75.6,96.2,0.475,0.171,1.18,0.09,0.12,0.186,0.228,0.17,0.215,0.1,0.14,0.196,0.261,108,0.09,0.08,0.177,0.531,0.759,2.55,0.02,0.114,0.577,71,0.102,0.08,0.119,0.07,0.02,0.02,3.06,0.78,0.67,0.05,2.29
1,0.7,0.9,69.9,89.8,0.484,0.167,1.13,0.09,0.1,0.174,0.188,0.12,0.208,0.1,0.14,0.201,0.27,100,0.1,0.06,0.167,0.614,0.727,1.89,0.02,0.132,0.571,73,0.118,0.33,0.467,0.27,0.08,0.08,2.32,0.74,0.58,0.06,2.29
1,0.7,0.99,77.3,101.8,0.479,0.165,1.13,0.09,0.13,0.186,0.268,0.19,0.186,0.11,0.14,0.199,0.264,111,0.09,0.09,0.172,0.505,0.688,2.92,0.02,0.094,0.672,65,0.068,0,0.006,0.004,0.002,0,4.06,0.84,0.39,0.03,2.3
1,0.71,0.99,78.6,102.2,0.469,0.179,1.12,0.12,0.14,0.215,0.316,0.21,0.214,0.12,0.15,0.214,0.281,110,0.11,0.1,0.21,0.515,0.734,3.07,0.02,0.078,0.636,65,0.096,0,0.005,0.004,0.0005,0.0004,5.89,0.97,0.39,0.03,2.3
1,0.79,1.15,87,115.5,0.518,0.196,1.04,0.11,0.13,0.19,0.199,0.22,0.164,0.12,0.16,0.197,0.276,110,0.13,0.12,0.252,0.519,0.69,3.18,0.02,0.093,0.636,65,0.06,0,0.006,0.004,0.0008,0.001,6.93,0.97,0.39,0.03,2.3
1,0.72,0.98,76.4,99.3,0.479,0.18,1.24,0.1,0.14,0.209,0.234,0.19,0.193,0.11,0.14,0.197,0.278,107,0.11,0.11,0.217,0.492,0.671,2.73,0.02,0.081,0.672,63,0.09,0.01,0.016,0.009,0.003,0.001,4.73,0.96,0.43,0.03,2.3
1,0.77,1.04,83.3,105.4,0.514,0.188,1.22,0.11,0.14,0.208,0.289,0.21,0.191,0.13,0.17,0.217,0.27,108,0.11,0.1,0.211,0.536,0.727,3.03,0.03,0.084,0.617,60,0.066,0.01,0.008,0.005,0.001,0.0007,4.63,0.97,0.49,0.03,2.3
1,0.68,0.94,77.3,99.7,0.463,0.163,1.04,0.11,0.15,0.221,0.279,0.22,0.214,0.11,0.14,0.201,0.269,114,0.12,0.12,0.233,0.506,0.69,3.09,0.02,0.082,0.591,64,0.066,0,0.005,0.003,0.0004,0,6.24,0.68,0.54,0.03,2.3
1,0.7,0.94,77.8,99.3,0.477,0.171,1.31,0.1,0.13,0.194,0.254,0.19,0.204,0.11,0.15,0.208,0.251,111,0.1,0.09,0.189,0.512,0.662,2.83,0.02,0.121,0.593,67,0.099,0.01,0.018,0.009,0.002,0.002,4.5,0.77,0.56,0.03,2.3
1,0.8,1.06,85.9,107.8,0.524,0.205,1.36,0.12,0.14,0.215,0.26,0.23,0.199,0.15,0.16,0.205,0.287,107,0.13,0.09,0.221,0.576,0.768,3.28,0.04,0.102,0.735,63,0.052,0,0.005,0.003,0.0008,0,4.75,1.09,0.46,0.04,2.3
1,0.73,1.01,81.9,106,0.479,0.186,1.11,0.12,0.15,0.229,0.236,0.25,0.212,0.14,0.16,0.213,0.283,113,0.12,0.09,0.208,0.554,0.746,3.25,0.03,0.079,0.75,60,0.063,0.01,0.011,0.008,0.0005,0.0005,5.66,0.64,0.56,0.04,2.3
1,0.69,0.96,75.6,101.1,0.467,0.166,1.14,0.1,0.14,0.2,0.262,0.18,0.185,0.1,0.12,0.177,0.232,110,0.12,0.13,0.251,0.48,0.721,2.57,0.02,0.094,0.541,65,0.07,0.01,0.01,0.005,0.001,0.0006,4.59,0.79,0.59,0.04,2.3
1,0.72,1.02,79.7,106.5,0.477,0.179,1.22,0.13,0.17,0.236,0.294,0.21,0.176,0.11,0.14,0.196,0.25,111,0.14,0.14,0.276,0.496,0.726,2.77,0.02,0.072,0.688,60,0.038,0.01,0.01,0.006,0.001,0.0006,5.28,0.57,0.67,0.04,2.3
0,0.64,0.9,63.9,87.2,0.441,0.151,1.01,0.08,0.12,0.176,0.222,0.1,0.171,0.1,0.13,0.203,0.251,100,0.11,0.1,0.208,0.529,0.761,1.5,0.02,0.119,0.467,66,0.072,0.36,0.567,0.274,0.09,0.09,2.63,0.78,0.57,0.05,2.3
0,0.63,0.93,74.6,103.1,0.44,0.149,0.9,0.09,0.12,0.166,0.213,0.2,0.18,0.1,0.13,0.199,0.243,118,0.11,0.14,0.247,0.452,0.687,2.94,0.02,0.11,0.708,59,0.033,0.02,0.038,0.025,0.007,0.007,4.82,0.72,0.66,0.05,2.3
1,0.66,0.89,76.5,96.5,0.457,0.161,0.95,0.12,0.15,0.217,0.266,0.24,0.21,0.09,0.12,0.181,0.268,115,0.11,0.12,0.236,0.477,0.756,3.08,0.02,0.087,0.585,59,0.051,0.01,0.013,0.006,0.002,0.001,6.53,1.25,0.68,0.05,2.3
1,0.77,1.03,78.1,101.3,0.519,0.191,1.15,0.1,0.11,0.175,0.228,0.14,0.175,0.12,0.17,0.216,0.27,101,0.12,0.07,0.189,0.644,0.753,2.01,0.03,0.149,0.579,71,0.115,0.41,0.522,0.311,0.1,0.09,3.61,0.95,0.62,0.06,2.3
1,0.69,0.91,70.8,91.1,0.475,0.169,1.1,0.09,0.11,0.183,0.244,0.13,0.214,0.1,0.14,0.202,0.265,103,0.1,0.07,0.168,0.613,0.734,1.89,0.03,0.137,0.554,77,0.11,0.36,0.524,0.292,0.09,0.08,2.95,0.52,0.65,0.06,2.3
1,0.66,0.94,73.9,98.9,0.455,0.161,1.01,0.11,0.15,0.223,0.27,0.2,0.189,0.09,0.12,0.178,0.274,112,0.11,0.13,0.246,0.458,0.735,2.86,0.02,0.084,0.653,64,0.064,0.02,0.036,0.019,0.005,0.005,5.57,0.99,0.66,0.06,2.3
1,0.67,0.92,67,88.5,0.452,0.167,1.12,0.09,0.09,0.158,0.241,0.11,0.21,0.09,0.13,0.191,0.284,99,0.1,0.06,0.162,0.607,0.737,1.83,0.03,0.158,0.556,72,0.13,0.36,0.526,0.275,0.1,0.08,2.13,0.68,0.81,0.08,2.3
0,0.63,0.88,70.5,91.5,0.451,0.145,0.95,0.1,0.13,0.19,0.244,0.17,0.2,0.11,0.13,0.201,0.266,111,0.08,0.1,0.178,0.453,0.701,2.63,0.02,0.1,0.6,66,0.07,0,0.003,0.002,0,0.0007,3.65,0.43,0.38,0.03,2.31
1,0.64,0.85,70.2,87.8,0.445,0.151,1.1,0.09,0.13,0.211,0.256,0.17,0.235,0.11,0.13,0.205,0.275,109,0.08,0.07,0.147,0.544,0.751,2.69,0.03,0.104,0.708,67,0.085,0,0.002,0.002,0.0002,0,4.02,0.8,0.43,0.03,2.31
0,0.59,0.77,64.5,80.3,0.42,0.131,0.96,0.1,0.13,0.21,0.308,0.16,0.262,0.11,0.14,0.236,0.291,110,0.06,0.06,0.121,0.481,0.727,2.47,0.03,0.132,0.617,73,0.138,0,0.002,0.001,0.0003,0,4.45,0.71,0.46,0.03,2.31
1,0.74,1.03,79.9,106.3,0.493,0.181,1.15,0.14,0.17,0.238,0.281,0.23,0.182,0.14,0.17,0.233,0.294,108,0.1,0.1,0.199,0.492,0.752,2.85,0.03,0.085,0.742,63,0.042,0.01,0.008,0.004,0.003,0.0005,4.94,1.07,0.42,0.04,2.31
1,0.72,0.99,72.6,96.7,0.483,0.179,1.22,0.08,0.1,0.159,0.172,0.12,0.173,0.09,0.13,0.178,0.252,101,0.11,0.09,0.199,0.559,0.674,2.01,0.02,0.144,0.536,64,0.101,0.3,0.411,0.234,0.08,0.07,2.55,0.79,0.46,0.04,2.31
0,0.62,0.87,70.3,92.7,0.443,0.138,0.9,0.12,0.15,0.218,0.258,0.19,0.193,0.1,0.13,0.203,0.273,113,0.1,0.11,0.206,0.467,0.704,2.65,0.01,0.089,0.549,62,0.052,0,0.002,0.001,0,0,4.61,0.93,0.55,0.04,2.31
1,0.68,0.93,74.1,97.2,0.467,0.161,1.08,0.09,0.12,0.181,0.293,0.18,0.214,0.12,0.16,0.243,0.285,110,0.07,0.07,0.137,0.524,0.723,2.83,0.03,0.161,0.562,70,0.103,0,0.005,0.003,0.0002,0,5.08,1.09,0.6,0.04,2.31
0,0.63,0.85,70.4,89.4,0.442,0.145,0.95,0.1,0.13,0.19,0.233,0.18,0.216,0.1,0.12,0.197,0.26,112,0.08,0.08,0.167,0.493,0.695,2.69,0.02,0.114,0.6,69,0.075,0.01,0.012,0.007,0.002,0.0003,4.76,0.82,0.49,0.05,2.31
0,0.63,0.92,65.3,87.6,0.459,0.144,0.9,0.1,0.11,0.168,0.225,0.11,0.168,0.11,0.16,0.25,0.272,103,0.09,0.07,0.157,0.578,0.658,1.85,0.02,0.143,0.417,67,0.109,0.29,0.461,0.234,0.07,0.07,1.93,0.5,0.5,0.05,2.31
1,0.74,1.02,74.4,98.2,0.501,0.182,1.06,0.08,0.09,0.147,0.192,0.11,0.173,0.11,0.15,0.207,0.261,100,0.11,0.08,0.187,0.59,0.693,2.04,0.03,0.169,0.661,65,0.095,0.36,0.477,0.268,0.1,0.08,2.4,0.58,0.53,0.05,2.31
1,0.7,0.98,78,104.5,0.475,0.17,0.95,0.11,0.15,0.206,0.253,0.22,0.178,0.1,0.14,0.202,0.275,112,0.1,0.12,0.222,0.472,0.713,2.96,0.02,0.097,0.433,58,0.032,0.05,0.07,0.038,0.01,0.01,5.01,0.53,0.82,0.05,2.31
1,0.68,0.89,73.5,92.1,0.475,0.159,1.05,0.08,0.1,0.171,0.229,0.17,0.242,0.11,0.13,0.198,0.271,108,0.08,0.07,0.154,0.536,0.696,2.8,0.04,0.171,0.654,72,0.14,0.02,0.026,0.013,0.003,0.003,5.86,1.14,0.69,0.06,2.31
0,0.6,0.83,67.8,88.5,0.423,0.134,0.87,0.12,0.15,0.216,0.251,0.19,0.206,0.08,0.12,0.2,0.279,113,0.09,0.11,0.195,0.445,0.806,2.71,0.02,0.075,0.65,64,0.049,0,0.003,0.002,0.0002,0.0004,3.92,0.53,0.82,0.06,2.31
1,0.68,0.95,75.6,101.8,0.463,0.166,1.14,0.1,0.14,0.202,0.25,0.19,0.19,0.09,0.11,0.156,0.245,111,0.11,0.13,0.236,0.452,0.699,2.98,0.02,0.086,0.656,64,0.063,0.01,0.013,0.008,0.001,0.0004,5.46,0.5,0.55,0.02,2.32
1,0.7,0.95,74.7,96.3,0.475,0.166,1,0.12,0.14,0.208,0.26,0.18,0.194,0.13,0.16,0.228,0.268,107,0.1,0.1,0.198,0.49,0.709,2.68,0.02,0.103,0.552,61,0.08,0.01,0.016,0.01,0.002,0.001,3.37,0.41,0.41,0.03,2.32
0,0.65,0.91,72.7,95.6,0.45,0.155,1.05,0.1,0.13,0.194,0.205,0.18,0.201,0.1,0.13,0.201,0.251,112,0.09,0.1,0.195,0.478,0.691,2.54,0.02,0.097,0.679,65,0.062,0.01,0.013,0.005,0.0009,0.0004,4.29,0.72,0.43,0.03,2.32
0,0.65,0.91,73.9,96.8,0.456,0.151,1,0.12,0.15,0.22,0.267,0.21,0.205,0.1,0.13,0.197,0.267,113,0.1,0.12,0.218,0.468,0.673,2.91,0.01,0.069,0.577,64,0.069,0,0.006,0.004,0.002,0.0002,4.66,0.8,0.44,0.03,2.32
1,0.68,0.95,79.4,105.5,0.463,0.165,1.1,0.09,0.12,0.195,0.202,0.23,0.23,0.1,0.13,0.189,0.244,117,0.12,0.12,0.238,0.514,0.721,3.23,0.02,0.1,0.59,74,0.152,0.01,0.009,0.006,0.0006,0.0006,8.23,1.45,0.51,0.03,2.32
1,0.74,1.03,81.9,107.9,0.489,0.183,1.31,0.11,0.15,0.221,0.258,0.2,0.187,0.12,0.14,0.196,0.25,110,0.13,0.13,0.262,0.513,0.723,2.95,0.02,0.069,0.667,68,0.078,0,0.004,0.003,0.0004,0.0004,4.72,0.81,0.55,0.04,2.32
0,0.64,0.87,71,90.9,0.452,0.149,0.99,0.09,0.13,0.191,0.231,0.19,0.207,0.11,0.14,0.217,0.282,111,0.09,0.11,0.197,0.44,0.662,2.74,0.02,0.118,0.617,64,0.073,0.01,0.01,0.004,0.002,0.0006,4.57,1.03,0.55,0.04,2.32
0,0.65,0.92,73.2,95.5,0.445,0.154,1.14,0.12,0.14,0.214,0.273,0.23,0.22,0.12,0.14,0.214,0.315,112,0.09,0.1,0.188,0.491,0.725,3.01,0.02,0.085,0.739,65,0.058,0.01,0.01,0.005,0.0008,0.0004,6.65,1.31,0.55,0.04,2.32
0,0.63,0.85,68.9,87.9,0.439,0.147,0.95,0.12,0.14,0.21,0.295,0.18,0.23,0.13,0.15,0.247,0.289,110,0.08,0.09,0.162,0.47,0.692,2.52,0.02,0.098,0.71,67,0.074,0,0.005,0.003,0.0008,0.0002,3.56,0.59,0.58,0.04,2.32
0,0.66,1,73.3,103.5,0.444,0.157,1.16,0.11,0.15,0.21,0.257,0.19,0.161,0.1,0.13,0.193,0.257,111,0.12,0.14,0.251,0.461,0.704,2.47,0.02,0.082,0.667,62,0.035,0.01,0.019,0.012,0.002,0.0008,4.41,0.79,0.65,0.04,2.32
0,0.62,0.83,68.8,86.8,0.436,0.144,0.96,0.11,0.14,0.208,0.271,0.17,0.211,0.09,0.12,0.193,0.266,111,0.08,0.09,0.17,0.459,0.713,2.55,0.03,0.11,0.579,61,0.055,0.01,0.023,0.01,0.003,0.002,4.24,0.83,0.64,0.06,2.32
1,0.75,1.02,81.4,104.8,0.497,0.189,1.1,0.13,0.15,0.234,0.307,0.23,0.186,0.11,0.13,0.173,0.289,108,0.12,0.1,0.217,0.553,0.779,2.88,0.01,0.085,0.588,62,0.054,0.14,0.186,0.101,0.04,0.03,5.28,1.47,0.64,0.06,2.32
0,0.58,0.78,67.6,85.1,0.419,0.128,0.86,0.13,0.16,0.235,0.374,0.21,0.231,0.11,0.14,0.237,0.302,116,0.08,0.1,0.173,0.434,0.682,2.78,0.03,0.119,0.62,62,0.051,0,0.007,0.005,0.001,0.0002,7.25,1.21,0.65,0.06,2.32
1,0.71,0.94,71.8,92.3,0.487,0.172,1.12,0.09,0.11,0.181,0.237,0.13,0.186,0.11,0.15,0.216,0.26,101,0.12,0.07,0.188,0.617,0.725,2.07,0.03,0.141,0.583,68,0.09,0.29,0.406,0.228,0.07,0.08,3.17,0.64,0.74,0.06,2.32
1,0.7,0.93,69.3,89.2,0.472,0.172,1.04,0.1,0.11,0.187,0.254,0.12,0.196,0.12,0.15,0.218,0.3,100,0.1,0.07,0.173,0.569,0.726,1.96,0.03,0.133,0.611,69,0.091,0.32,0.452,0.25,0.08,0.07,3.14,0.86,0.71,0.08,2.32
1,0.74,1.09,78.7,111.3,0.483,0.187,1.15,0.11,0.15,0.207,0.226,0.18,0.149,0.11,0.13,0.178,0.241,107,0.13,0.15,0.28,0.478,0.728,2.41,0.01,0.056,0.543,54,0.055,0.01,0.015,0.007,0.003,0.002,3.26,0.48,0.22,0.01,2.33
1,0.68,0.96,73.7,97.5,0.462,0.161,1.21,0.11,0.14,0.211,0.278,0.19,0.201,0.12,0.15,0.221,0.276,109,0.09,0.1,0.195,0.474,0.73,2.63,0.02,0.092,0.527,65,0.087,0,0.002,0.001,0,0,3.14,0.42,0.33,0.02,2.33
1,0.68,0.92,71.9,92.1,0.463,0.165,1.1,0.12,0.15,0.223,0.297,0.19,0.202,0.14,0.17,0.249,0.296,106,0.08,0.08,0.157,0.506,0.74,2.54,0.03,0.109,0.652,64,0.041,0,0.003,0.001,0.0004,0.0006,3.84,0.74,0.37,0.02,2.33
1,0.73,1.02,80.7,106.9,0.488,0.178,1.16,0.09,0.12,0.184,0.24,0.19,0.183,0.11,0.13,0.176,0.236,111,0.14,0.11,0.248,0.554,0.708,2.93,0.02,0.098,0.659,66,0.092,0.01,0.015,0.007,0.002,0.002,4.06,0.69,0.47,0.02,2.33
0,0.64,0.87,70.8,91.3,0.446,0.149,1.04,0.1,0.14,0.208,0.252,0.18,0.208,0.1,0.13,0.203,0.263,111,0.11,0.12,0.224,0.48,0.697,2.64,0.02,0.09,0.568,62,0.07,0,0.008,0.005,0.001,0.0003,5.22,1.13,0.36,0.03,2.33
1,0.77,1.04,84.8,109,0.516,0.191,1.21,0.08,0.1,0.171,0.229,0.21,0.215,0.13,0.16,0.205,0.269,110,0.12,0.08,0.2,0.601,0.746,3.26,0.02,0.137,0.573,70,0.149,0.01,0.007,0.004,0.001,0.0009,7.67,1.11,0.39,0.03,2.33
1,0.72,0.99,79.7,104.5,0.485,0.181,1.08,0.11,0.15,0.217,0.25,0.22,0.202,0.12,0.15,0.21,0.275,111,0.11,0.1,0.216,0.526,0.694,3.19,0.02,0.094,0.635,66,0.071,0,0.007,0.004,0.0008,0.0004,5.4,0.94,0.52,0.03,2.33
1,0.72,1.04,77.6,106.3,0.484,0.18,1.06,0.11,0.14,0.194,0.24,0.18,0.155,0.1,0.14,0.193,0.253,107,0.13,0.11,0.244,0.53,0.671,2.23,0.02,0.101,0.653,60,0.033,0.29,0.395,0.211,0.08,0.07,3.25,0.96,0.44,0.04,2.33
0,0.63,0.85,70.9,89.6,0.434,0.149,0.93,0.12,0.16,0.231,0.34,0.21,0.227,0.11,0.14,0.227,0.301,113,0.07,0.08,0.152,0.492,0.784,2.72,0.03,0.096,0.743,64,0.036,0,0.004,0.002,0,0,4.19,0.81,0.48,0.04,2.33
1,0.69,0.93,75.3,96.3,0.474,0.164,1.01,0.09,0.13,0.193,0.221,0.18,0.2,0.09,0.13,0.19,0.248,110,0.11,0.1,0.212,0.512,0.764,2.68,0.02,0.11,0.532,62,0.095,0.03,0.046,0.025,0.007,0.007,4.45,0.8,0.54,0.04,2.33
1,0.73,1,80.1,104.2,0.48,0.182,1.14,0.11,0.15,0.222,0.278,0.22,0.198,0.13,0.15,0.213,0.265,110,0.11,0.1,0.205,0.512,0.738,2.97,0.02,0.089,0.563,65,0.058,0.02,0.025,0.012,0.003,0.002,5.52,1.02,0.66,0.04,2.33
1,0.68,0.93,70,91.6,0.469,0.164,1.05,0.11,0.13,0.2,0.23,0.14,0.192,0.1,0.14,0.201,0.283,103,0.11,0.08,0.188,0.593,0.743,1.87,0.02,0.117,0.51,70,0.105,0.32,0.468,0.248,0.08,0.07,2.97,0.76,0.5,0.05,2.33
1,0.66,0.9,71.8,92.7,0.456,0.153,1.13,0.1,0.13,0.197,0.275,0.17,0.204,0.1,0.13,0.192,0.259,109,0.09,0.09,0.181,0.522,0.679,2.65,0.02,0.093,0.614,64,0.083,0.03,0.047,0.024,0.006,0.007,5.01,0.84,0.51,0.05,2.33
1,0.77,1.02,78.9,100.8,0.514,0.189,1.26,0.08,0.11,0.189,0.213,0.16,0.189,0.11,0.15,0.201,0.282,103,0.1,0.06,0.159,0.617,0.712,2.33,0.03,0.152,0.631,69,0.119,0.23,0.304,0.186,0.06,0.05,4.26,0.95,0.61,0.05,2.33
0,0.62,0.81,68.5,85.2,0.434,0.144,0.93,0.1,0.13,0.195,0.264,0.18,0.231,0.08,0.11,0.171,0.264,110,0.09,0.1,0.187,0.458,0.697,2.56,0.03,0.118,0.66,61,0.06,0.01,0.019,0.009,0.002,0.002,4.03,0.74,0.69,0.05,2.33
1,0.66,0.91,75.9,98,0.457,0.154,0.99,0.11,0.14,0.207,0.267,0.22,0.222,0.09,0.12,0.175,0.286,115,0.1,0.1,0.201,0.513,0.702,3.05,0.02,0.106,0.6,70,0.097,0.01,0.016,0.007,0.002,0.001,7.46,1.15,0.8,0.05,2.33
